Hours_Studied;Attendance;Parental_Involvement;Access_to_Resources;Extracurricular_Activities;Previous_Scores;Motivation_Level;Tutoring_Sessions;Family_Income;Teacher_Quality;Peer_Influence;Learning_Disabilities;Parental_Education_Level;Distance_from_Home;Study_Efficiency;High_Support;Family_Education_Support;Exam_Score
15;70;0;2;0;57;2;1;2;2;0;0;1;2;0.25862069;0;0;61.753696
11;85;2;2;1;92;1;2;2;2;0;0;1;0;0.11827957;0;0;64.881171
22;75;2;2;1;77;0;2;1;1;1;0;1;2;0.282051282;0;0;67.281305
15;86;2;2;1;57;2;1;2;2;0;0;0;2;0.25862069;0;0;64.701982
18;79;2;2;0;70;0;3;2;2;2;0;0;2;0.253521127;0;0;66.514176
27;62;2;0;1;63;1;4;0;2;0;0;1;2;0.421875;1;0;66.776345
17;98;2;0;1;72;0;0;1;2;2;0;1;2;0.232876712;0;0;70.120061
16;66;2;2;1;97;2;5;1;0;2;0;2;2;0.163265306;0;0;66.674197
23;90;0;2;0;95;1;2;1;2;0;0;1;1;0.239583333;0;0;70.165914
22;88;2;2;1;72;2;2;1;0;1;0;1;1;0.301369863;0;0;69.042252
14;82;0;2;1;52;0;3;1;2;0;0;1;2;0.264150943;0;0;65.539611
18;95;2;2;1;91;1;0;1;2;2;1;2;1;0.195652174;0;0;68.807588
12;82;0;1;0;62;1;2;2;2;2;0;1;2;0.19047619;0;0;65.453453
9;84;0;0;1;60;0;1;1;2;2;0;0;1;0.147540984;0;0;65.043337
21;64;1;0;1;51;1;0;0;1;0;0;0;1;0.403846154;0;0;62.548022
24;88;2;2;1;51;0;4;2;1;2;0;1;2;0.461538462;0;0;70.55673
13;71;2;2;1;99;2;0;1;2;1;0;2;2;0.13;0;0;63.672817
24;68;2;1;1;70;1;1;1;1;1;0;0;2;0.338028169;0;0;65.738357
25;92;2;2;1;74;2;3;1;0;2;1;1;1;0.333333333;0;0;70.948656
18;85;2;0;1;86;0;1;2;2;1;0;1;2;0.206896552;0;0;68.341625
12;72;2;2;0;67;1;0;1;2;2;0;1;2;0.176470588;0;0;61.930252
29;75;1;2;1;96;1;2;1;2;2;0;1;1;0.298969072;0;0;70.221726
13;74;2;2;0;64;1;4;0;0;1;1;1;2;0.2;0;0;63.51877
20;71;2;1;1;92;0;1;1;2;0;0;0;2;0.215053763;0;0;65.676866
22;78;2;2;1;61;2;2;0;2;2;0;1;1;0.35483871;0;0;66.708395
16;77;2;0;1;74;2;0;0;1;1;0;0;1;0.213333333;0;0;64.730418
27;92;2;2;1;81;2;0;1;2;0;0;0;2;0.329268293;0;0;70.197165
18;85;2;2;1;57;1;2;2;0;1;0;2;1;0.310344828;0;0;66.692129
20;78;0;2;1;85;2;1;0;0;0;0;1;2;0.23255814;0;0;67.499985
27;90;0;0;0;92;2;0;1;2;1;0;1;2;0.290322581;0;0;71.675052
23;72;1;2;0;61;0;1;0;2;2;0;1;2;0.370967742;0;0;65.955268
21;76;1;2;0;50;1;2;1;2;0;0;2;1;0.411764706;0;0;64.379048
23;87;0;2;0;96;2;2;2;2;2;0;0;1;0.237113402;0;0;70.312687
27;79;1;0;1;63;0;2;1;2;0;0;0;1;0.421875;1;0;69.104107
16;86;0;2;1;94;2;2;1;0;1;0;1;1;0.168421053;0;0;68.787269
22;87;1;2;0;83;1;1;1;2;1;0;0;0;0.261904762;0;0;67.83839
18;100;0;2;1;86;2;1;2;2;1;0;1;2;0.206896552;0;0;71.125853
35;78;0;1;1;99;2;1;1;2;2;0;1;2;0.35;0;0;73.181445
17;92;2;2;0;66;1;2;1;2;0;0;1;2;0.253731343;0;0;67.130172
18;77;0;2;1;80;2;1;2;1;0;0;0;2;0.222222222;0;0;65.909763
23;90;2;2;0;89;1;2;0;2;2;0;0;1;0.255555556;0;0;70.227922
22;66;2;2;0;63;0;1;1;2;1;0;2;0;0.34375;0;0;62.66526
18;76;2;0;1;82;0;2;2;0;1;0;2;2;0.21686747;1;0;67.979341
23;97;2;2;1;96;2;2;2;0;1;0;0;2;0.237113402;0;0;72.589838
15;73;2;0;0;96;1;1;1;2;0;0;0;2;0.154639175;0;0;64.402141
22;64;1;2;1;91;1;0;1;2;1;0;0;1;0.239130435;0;0;64.316363
26;73;0;2;0;91;2;4;1;1;1;0;1;1;0.282608696;0;0;68.946207
12;79;0;2;0;56;0;1;1;1;2;0;1;2;0.210526316;0;0;64.357423
12;84;2;0;0;88;0;2;0;0;2;0;1;2;0.134831461;1;0;68.274576
23;79;1;2;1;66;0;1;0;2;2;0;2;2;0.343283582;0;0;68.236067
14;98;1;2;0;98;2;0;2;0;2;0;1;2;0.141414141;0;0;69.838094
26;63;2;0;1;74;2;1;1;2;2;0;1;2;0.346666667;0;0;65.997908
22;62;0;1;0;76;2;1;2;1;1;0;1;2;0.285714286;0;0;64.190594
19;90;2;2;0;78;2;1;1;2;1;0;1;1;0.240506329;0;0;67.342226
13;69;2;1;0;70;2;0;2;0;0;0;0;2;0.183098592;0;0;61.142067
31;80;0;0;1;57;1;1;2;0;2;0;1;2;0.534482759;0;0;71.344291
19;83;1;2;0;78;0;2;1;0;2;0;2;1;0.240506329;0;0;68.197906
16;82;0;1;0;64;1;1;2;2;1;0;2;1;0.246153846;0;1;66.292141
31;95;2;2;0;99;2;1;2;2;1;0;1;2;0.31;0;0;73.147739
19;77;2;1;1;54;1;2;1;2;2;0;1;2;0.345454545;0;0;66.126885
23;85;1;0;0;98;0;2;1;2;0;0;2;1;0.232323232;1;0;70.40274
20;84;0;0;0;61;2;3;2;2;1;0;1;2;0.322580645;1;0;68.800916
21;74;2;1;1;70;2;1;2;2;1;0;2;0;0.295774648;0;0;64.715002
8;77;0;2;1;87;2;0;1;2;1;0;1;1;0.090909091;0;0;62.982203
17;79;0;0;0;69;2;4;1;2;0;0;2;2;0.242857143;1;1;68.388549
20;78;1;2;0;89;0;0;2;2;1;0;0;2;0.222222222;0;0;66.347045
16;78;1;0;0;90;2;3;1;2;0;0;2;1;0.175824176;1;0;66.736171
25;93;2;0;0;56;0;0;1;1;1;0;1;2;0.438596491;0;0;69.847902
26;65;2;2;1;82;1;1;1;2;2;0;2;0;0.313253012;0;0;65.478675
14;84;1;0;0;61;1;1;0;2;2;0;0;0;0.225806452;0;0;65.078223
10;97;0;0;0;83;1;1;1;0;1;0;2;2;0.119047619;0;1;69.893777
20;63;2;2;1;61;2;2;0;2;1;0;1;2;0.322580645;0;0;63.105187
26;76;1;1;0;95;0;1;1;0;1;0;2;2;0.270833333;0;0;69.458826
18;71;1;2;1;62;2;3;0;0;2;0;0;2;0.285714286;0;0;65.906344
18;74;2;0;1;91;2;0;2;0;2;0;1;2;0.195652174;0;0;66.660073
24;71;1;2;0;52;2;2;2;2;0;0;0;2;0.452830189;0;0;64.405115
21;91;2;0;1;92;2;5;1;2;0;0;1;2;0.225806452;1;0;72.350989
27;82;2;2;0;51;0;3;0;2;1;0;0;2;0.519230769;0;0;68.626659
13;78;2;0;0;82;0;0;1;0;1;0;0;1;0.156626506;0;0;64.344463
22;61;2;2;1;97;0;0;1;0;0;1;1;2;0.224489796;0;0;63.526895
31;72;1;0;1;94;0;2;1;1;2;0;1;2;0.326315789;1;0;72.181225
21;82;2;0;1;66;0;3;1;2;2;1;0;2;0.313432836;1;0;68.878136
18;66;0;0;0;51;1;2;1;2;1;0;0;2;0.346153846;1;0;63.965909
26;98;1;0;1;68;2;1;1;2;1;0;2;1;0.376811594;0;0;72.081001
20;68;1;1;0;88;2;5;1;1;1;0;1;1;0.224719101;0;0;66.474786
12;68;0;0;1;75;2;1;2;1;2;0;1;2;0.157894737;0;0;63.865936
21;77;2;1;1;57;2;4;1;2;0;0;1;0;0.362068966;0;0;65.566543
13;88;0;2;0;66;1;1;1;0;2;0;1;2;0.194029851;0;0;67.008323
15;76;0;0;1;82;2;4;1;0;2;0;1;1;0.180722892;1;0;68.51525
21;72;0;0;1;100;2;3;1;0;2;0;0;0;0.207920792;1;0;69.359441
9;88;1;2;1;93;1;2;2;2;1;0;2;2;0.095744681;0;0;66.890038
17;76;2;2;1;79;1;1;1;2;1;1;2;0;0.2125;0;0;63.585331
22;76;2;1;0;76;2;2;1;0;1;0;1;0;0.285714286;0;0;66.083971
17;67;2;2;0;59;2;0;2;2;0;0;1;2;0.283333333;0;0;60.661904
20;65;1;2;0;94;2;1;1;0;2;0;2;2;0.210526316;0;0;65.436256
20;93;2;1;0;63;2;0;1;0;0;0;1;1;0.3125;0;0;67.30184
17;63;0;2;0;53;0;1;1;0;1;0;0;1;0.314814815;0;0;61.696733
27;92;1;2;1;83;1;2;1;2;2;1;0;1;0.321428571;0;0;71.479091
27;68;0;2;0;70;0;0;2;2;2;0;2;2;0.38028169;0;1;67.434169
16;84;0;0;0;88;1;1;2;2;0;1;1;2;0.179775281;0;0;66.307687
25;67;1;2;0;95;2;0;2;2;1;0;2;1;0.260416667;0;0;65.229616
24;80;2;2;1;60;2;1;0;0;2;0;1;1;0.393442623;0;0;67.689224
26;79;1;0;1;90;1;0;0;2;0;1;0;1;0.285714286;0;0;67.729158
17;93;0;2;0;76;1;0;1;2;0;0;1;1;0.220779221;0;0;67.189218
28;97;0;1;1;53;1;0;1;2;0;0;0;1;0.518518519;0;0;70.951532
21;93;1;2;0;70;2;0;2;0;1;0;2;0;0.295774648;0;0;68.000582
23;75;1;1;1;68;2;1;0;1;1;1;1;2;0.333333333;0;0;66.319117
26;69;2;2;0;95;2;1;1;2;0;0;2;2;0.270833333;0;0;66.061955
15;71;0;0;1;69;1;2;1;0;0;0;0;2;0.214285714;1;0;65.482904
16;90;2;2;0;54;0;2;2;2;2;0;1;2;0.290909091;0;0;66.967177
23;71;0;1;1;81;2;3;2;0;2;0;1;2;0.280487805;0;0;68.763157
21;60;0;2;0;80;2;0;2;0;1;1;0;2;0.259259259;0;0;62.316873
20;90;0;1;0;88;2;3;1;2;0;0;1;1;0.224719101;0;0;69.529858
9;98;0;2;1;64;2;1;1;2;0;0;1;2;0.138461538;0;0;66.600278
17;69;2;2;1;70;1;0;1;0;1;1;0;1;0.23943662;0;0;62.118253
19;75;0;0;1;96;2;2;2;2;2;0;1;2;0.195876289;1;0;69.152569
14;83;2;2;1;80;2;1;2;0;1;1;0;2;0.172839506;0;0;65.170112
30;70;1;2;0;75;2;1;2;2;2;0;1;2;0.394736842;0;0;67.647146
16;73;2;2;0;95;2;1;1;2;0;0;0;2;0.166666667;0;0;63.879274
27;63;0;2;1;98;2;1;1;0;2;0;1;1;0.272727273;0;0;67.627713
24;95;2;1;0;63;1;3;1;2;2;0;1;2;0.375;0;0;71.417294
20;72;0;2;1;80;2;1;1;0;0;0;0;2;0.24691358;0;0;65.860943
21;89;0;2;1;51;1;1;2;2;2;0;1;2;0.403846154;0;0;68.84063
23;88;2;2;0;89;2;0;2;0;2;0;1;2;0.255555556;0;0;69.567652
27;88;0;0;1;60;2;2;1;2;2;0;1;2;0.442622951;1;0;72.39776
19;96;2;2;0;64;2;1;2;2;1;0;1;2;0.292307692;0;0;68.197524
16;99;1;0;0;88;0;2;1;1;1;0;2;2;0.179775281;1;0;71.925399
21;71;2;1;0;86;2;2;2;0;1;0;0;2;0.24137931;0;0;66.067254
27;66;1;0;0;67;1;1;0;0;0;0;0;0;0.397058824;0;0;65.025627
25;65;2;0;1;93;1;2;2;2;0;0;0;1;0.265957447;1;0;66.537875
25;84;2;1;1;84;1;2;2;0;2;0;1;2;0.294117647;0;0;71.039931
10;67;0;0;0;61;2;0;1;0;1;0;1;2;0.161290323;0;0;61.16673
24;62;2;2;0;72;0;2;1;1;1;0;1;2;0.328767123;0;0;64.44966
19;70;0;2;1;68;0;1;1;2;2;0;0;2;0.275362319;0;0;65.482399
32;63;2;0;0;91;2;2;0;1;2;1;1;2;0.347826087;1;0;68.54502
23;80;2;2;0;67;1;2;1;0;1;0;1;2;0.338235294;0;0;67.564354
21;84;0;0;0;51;2;0;2;2;2;0;1;1;0.403846154;0;0;66.751567
20;82;1;2;0;85;1;1;2;0;1;1;2;2;0.23255814;0;0;67.033787
15;94;2;2;0;84;2;0;2;0;2;0;1;1;0.176470588;0;0;67.745006
23;96;2;0;1;86;2;3;2;0;1;1;1;2;0.264367816;1;0;72.782436
19;96;2;1;1;86;2;3;2;2;2;0;1;1;0.218390805;0;0;71.118614
20;73;2;2;1;84;2;0;2;2;1;0;2;1;0.235294118;0;0;64.66408
11;68;2;0;1;99;2;1;0;2;1;0;2;2;0.11;0;0;63.671637
24;68;1;2;1;80;2;1;1;1;2;0;2;1;0.296296296;0;0;66.326956
18;62;2;1;1;87;2;4;1;2;2;0;0;2;0.204545455;0;0;65.131706
19;72;2;0;0;52;2;2;2;2;1;0;2;2;0.358490566;1;0;64.619282
29;78;2;0;1;80;2;2;2;2;2;0;2;2;0.358024691;1;0;71.122732
17;74;2;2;1;58;1;1;0;2;1;0;0;0;0.288135593;0;0;62.948705
17;67;1;2;0;63;0;1;1;0;0;0;0;0;0.265625;0;0;61.582683
18;98;2;0;1;66;2;0;2;2;0;0;2;2;0.268656716;0;0;68.676506
23;65;2;2;1;96;2;0;1;1;2;0;1;2;0.237113402;0;0;65.844635
22;94;1;0;1;81;2;2;2;0;1;0;1;0;0.268292683;1;0;71.634543
23;68;2;0;1;71;0;3;2;2;2;0;1;1;0.319444444;1;0;67.217487
14;89;1;0;0;59;1;2;1;0;1;0;2;1;0.233333333;1;0;67.496417
16;78;1;2;1;50;2;2;1;2;2;0;0;1;0.31372549;0;0;64.607036
36;68;2;2;1;74;0;2;2;2;0;0;1;2;0.48;0;0;68.883344
24;80;2;0;0;100;2;1;0;0;1;0;2;1;0.237623762;0;0;69.178225
22;99;2;2;1;57;0;2;2;0;2;0;0;2;0.379310345;0;0;71.666211
18;96;0;1;1;52;1;1;1;2;1;0;0;2;0.339622642;0;0;69.186962
21;76;1;2;1;80;0;3;1;2;0;1;0;2;0.259259259;0;0;66.488866
22;87;0;0;0;80;1;2;1;0;0;0;1;2;0.271604938;1;0;70.695382
19;61;0;2;0;64;2;3;1;2;2;0;1;1;0.292307692;0;0;63.072824
24;76;1;0;0;75;1;0;1;2;2;0;1;2;0.315789474;0;0;67.538306
16;77;0;0;0;92;1;2;2;2;0;0;0;2;0.172043011;1;0;66.935996
22;66;2;0;0;95;1;3;2;2;2;0;1;1;0.229166667;1;0;66.974377
15;82;2;0;1;75;2;1;2;1;2;0;1;2;0.197368421;0;0;66.763712
25;81;2;1;1;86;2;1;1;2;0;0;2;2;0.287356322;0;0;68.58563
21;67;2;2;1;77;2;3;0;1;1;0;0;1;0.269230769;0;0;65.094082
29;97;0;2;1;74;2;1;2;1;2;1;1;2;0.386666667;0;0;73.04109
15;98;1;0;1;69;1;2;1;2;1;0;1;1;0.214285714;1;0;70.09205
26;67;1;2;0;57;2;0;2;2;0;0;0;0;0.448275862;0;0;62.559904
20;85;0;1;1;80;2;3;1;2;1;0;2;1;0.24691358;0;1;70.277501
21;67;2;2;1;83;2;1;1;0;1;0;1;2;0.25;0;0;65.175267
19;91;2;1;1;74;1;4;2;2;1;1;2;2;0.253333333;0;0;69.342881
16;79;1;2;1;87;2;1;1;2;1;0;0;1;0.181818182;0;0;65.655763
20;75;1;2;0;67;0;0;2;2;1;0;1;2;0.294117647;0;0;64.731
15;69;2;2;1;74;0;2;1;2;1;0;2;2;0.2;0;0;63.762077
8;65;2;2;0;83;1;3;2;2;0;0;1;2;0.095238095;0;0;60.399482
20;91;2;2;1;88;2;1;1;2;2;0;1;1;0.224719101;0;0;69.453118
26;100;0;0;1;76;0;0;2;0;0;0;2;2;0.337662338;0;1;74.372794
33;93;2;2;1;96;0;0;1;2;2;0;2;0;0.340206186;0;0;73.414608
22;76;2;2;1;57;2;1;2;0;1;0;1;0;0.379310345;0;0;64.924176
21;93;0;1;0;87;2;1;1;0;2;0;1;2;0.238636364;0;0;71.486005
17;98;2;2;0;87;1;0;0;2;2;0;1;1;0.193181818;0;0;69.185984
14;70;2;2;1;91;0;2;2;2;1;0;1;2;0.152173913;0;0;64.36074
31;84;1;2;1;98;1;1;2;2;2;0;2;2;0.313131313;0;0;72.650201
6;93;2;2;0;52;0;0;2;2;1;0;0;2;0.113207547;0;0;62.991399
14;77;2;2;1;60;1;1;0;0;0;0;2;0;0.229508197;0;0;62.868555
20;68;2;0;1;95;2;0;1;2;2;0;1;2;0.208333333;0;0;65.879971
21;69;2;2;1;85;2;3;1;1;1;0;0;0;0.244186047;0;0;65.288711
14;81;2;2;0;88;2;1;0;2;2;0;2;1;0.157303371;0;0;65.376793
5;96;2;1;1;72;1;3;2;2;0;0;1;2;0.068493151;0;0;65.964405
13;71;1;1;0;73;1;1;0;0;1;0;1;1;0.175675676;0;0;63.044445
19;84;0;1;1;85;2;1;0;2;1;0;1;2;0.220930233;0;0;68.7327
30;83;1;2;1;77;2;0;1;2;1;0;1;2;0.384615385;0;0;70.054469
19;100;2;1;0;66;0;0;1;2;1;0;1;1;0.28358209;0;0;68.909576
26;77;1;2;0;70;1;2;0;1;1;1;0;1;0.366197183;0;0;66.852459
30;76;2;2;1;75;1;3;0;2;2;0;0;2;0.394736842;0;0;70.292232
26;67;1;0;0;86;2;2;1;2;0;1;1;2;0.298850575;1;0;66.331707
19;84;2;2;0;97;0;2;2;2;1;1;0;2;0.193877551;0;0;67.372508
18;70;2;2;1;56;2;1;0;0;1;0;1;2;0.315789474;0;0;63.71491
9;100;1;1;0;79;2;1;1;2;2;0;2;2;0.1125;0;0;68.249645
20;81;0;0;1;56;1;1;2;2;2;0;1;2;0.350877193;0;0;67.760903
13;61;2;1;1;85;2;4;1;2;1;0;0;1;0.151162791;0;0;62.401332
25;90;0;0;1;83;2;2;2;2;0;0;0;2;0.297619048;1;0;72.031233
5;75;2;1;1;84;2;0;0;2;1;0;2;1;0.058823529;0;0;61.32565
15;64;0;2;0;59;1;0;1;2;1;1;1;2;0.25;0;0;60.213416
18;94;2;2;1;87;0;1;2;2;2;0;1;2;0.204545455;0;0;70.116293
20;70;2;2;1;78;0;0;2;2;2;0;0;2;0.253164557;0;0;64.95798
11;100;1;0;0;77;2;2;2;0;2;0;2;2;0.141025641;1;0;70.434936
28;94;1;2;1;64;2;0;2;2;1;0;1;1;0.430769231;0;0;70.461389
19;91;2;1;0;58;0;2;1;0;2;0;0;1;0.322033898;0;0;68.588562
11;79;0;0;1;99;2;1;0;1;2;0;1;2;0.11;0;0;67.281009
16;67;0;2;0;98;2;0;1;1;1;0;1;2;0.161616162;0;0;63.986149
19;75;2;2;0;52;0;0;1;2;0;0;2;1;0.358490566;0;0;62.5734
17;82;2;2;1;66;2;1;2;1;2;0;1;2;0.253731343;0;0;66.305764
17;64;0;1;1;74;1;2;2;1;2;0;2;2;0.226666667;0;1;65.80674
25;93;0;2;0;58;2;0;0;2;2;0;1;1;0.423728814;0;0;69.67541
22;61;0;2;0;77;1;1;2;2;2;0;2;1;0.282051282;0;1;64.743817
23;78;1;0;0;81;2;0;1;2;1;0;1;2;0.280487805;0;0;67.246697
18;61;2;2;0;66;2;1;2;0;2;0;1;1;0.268656716;0;0;61.614941
20;79;2;2;1;72;1;1;2;2;0;0;1;2;0.273972603;0;0;65.742048
32;91;0;2;1;66;2;3;1;0;1;0;2;2;0.47761194;0;1;74.943296
26;99;1;0;1;91;0;2;0;1;1;0;2;1;0.282608696;1;0;75.1524
29;96;0;0;1;56;1;0;1;0;1;0;1;2;0.50877193;0;0;73.02995
24;64;2;1;0;85;2;3;2;2;2;0;2;1;0.279069767;0;0;65.641022
21;88;0;0;1;92;0;2;2;2;2;0;2;2;0.225806452;1;1;73.440916
17;98;0;2;0;56;2;2;1;1;2;0;1;2;0.298245614;0;0;69.708674
13;93;2;0;0;62;1;0;1;2;1;0;1;1;0.206349206;0;0;65.704037
30;97;0;0;0;70;2;0;0;2;2;0;2;2;0.422535211;0;1;74.53914
26;67;1;2;1;71;2;2;0;2;0;0;1;2;0.361111111;0;0;65.94661
26;99;2;2;1;67;2;4;2;2;2;1;1;2;0.382352941;0;0;72.608434
18;87;2;2;0;61;0;2;2;2;2;0;1;2;0.290322581;0;0;67.290241
23;91;1;2;1;73;2;3;2;2;0;0;1;0;0.310810811;0;0;69.167485
28;84;2;2;1;81;2;1;2;0;0;0;0;2;0.341463415;0;0;69.713006
13;65;1;0;1;73;2;0;1;2;2;0;2;2;0.175675676;0;0;62.595597
16;72;0;2;1;76;0;6;1;1;0;0;1;2;0.207792208;0;0;66.910658
13;77;2;2;1;62;2;1;0;2;1;0;0;1;0.206349206;0;0;62.873346
18;94;2;1;1;53;2;4;2;0;2;0;1;0;0.333333333;0;0;69.285202
18;76;2;2;0;88;1;1;2;2;1;0;0;2;0.202247191;0;0;65.244257
14;82;2;0;0;94;1;7;2;0;0;0;2;2;0.147368421;1;0;69.604474
22;85;0;2;0;79;0;5;2;0;1;0;1;2;0.275;0;0;70.963943
12;79;2;2;1;99;1;2;2;2;0;1;1;2;0.12;0;0;64.489177
23;72;2;0;1;99;2;2;2;0;1;0;2;2;0.23;1;0;69.144756
17;66;0;0;0;64;1;0;2;0;1;0;0;2;0.261538462;0;0;63.133135
16;94;2;2;0;93;1;1;1;2;0;0;2;2;0.170212766;0;0;68.246626
15;86;0;2;1;77;2;0;2;2;2;0;2;2;0.192307692;0;1;68.13971
27;61;2;2;0;79;2;1;1;2;2;0;1;1;0.3375;0;0;64.471667
11;81;1;2;1;68;0;2;0;2;0;0;2;0;0.15942029;0;0;63.679847
20;83;0;0;1;78;0;3;1;2;1;0;0;2;0.253164557;1;0;70.400197
11;73;2;0;0;58;2;0;2;2;2;0;0;2;0.186440678;0;0;61.599588
18;78;2;0;0;55;0;0;0;2;0;0;1;2;0.321428571;0;0;64.115406
21;70;2;2;0;74;1;2;2;2;2;0;2;0;0.28;0;0;64.374251
11;98;0;0;1;82;0;1;2;2;1;0;2;2;0.13253012;0;1;70.469667
31;100;2;2;0;59;2;2;0;0;2;0;2;1;0.516666667;0;0;73.591341
26;90;0;0;0;71;1;0;0;1;0;0;0;2;0.361111111;0;0;70.301853
13;65;2;0;0;75;1;2;2;0;1;0;1;1;0.171052632;1;0;62.697311
21;83;2;1;0;75;1;1;2;2;0;0;0;2;0.276315789;0;0;66.594203
25;78;0;1;1;91;2;3;1;2;0;0;1;2;0.27173913;0;0;69.796769
19;96;2;0;1;67;2;4;0;2;1;0;1;1;0.279411765;1;0;71.24048
12;94;2;0;1;91;1;3;2;2;2;0;2;2;0.130434783;1;0;70.623202
19;88;0;0;0;66;2;3;2;2;2;0;1;2;0.28358209;1;0;70.063982
28;88;1;0;1;93;2;3;1;2;0;0;2;1;0.29787234;1;0;72.858903
22;68;2;1;1;58;2;0;2;2;1;0;2;2;0.372881356;0;0;63.773129
19;89;0;1;1;64;2;2;1;2;2;1;2;1;0.292307692;0;1;69.255626
20;80;2;0;1;76;2;0;1;2;0;0;0;2;0.25974026;0;0;66.157259
27;76;2;2;0;58;2;1;2;2;2;0;0;2;0.457627119;0;0;66.768548
31;82;2;0;1;98;2;0;1;1;1;0;1;2;0.313131313;0;0;71.624359
13;87;0;1;1;55;0;1;0;0;2;0;1;2;0.232142857;0;0;67.441417
13;85;1;0;1;71;2;1;1;2;2;0;1;2;0.180555556;0;0;66.82241
30;79;1;2;0;84;2;3;1;2;0;0;0;1;0.352941176;0;0;69.263022
20;70;1;2;0;73;2;0;1;2;0;0;1;2;0.27027027;0;0;63.295102
26;73;0;0;1;83;1;2;2;2;2;0;0;2;0.30952381;1;0;70.174096
23;96;2;1;0;99;2;0;0;2;1;0;0;2;0.23;0;0;71.110428
29;77;0;1;1;88;1;0;2;0;2;0;0;1;0.325842697;0;0;70.277635
27;63;2;2;1;86;2;1;2;2;2;0;2;2;0.310344828;0;0;66.230976
20;83;0;0;1;58;2;1;2;2;1;0;1;2;0.338983051;0;0;67.552046
21;77;2;1;1;58;2;0;1;0;0;0;0;2;0.355932203;0;0;65.195713
27;74;0;2;0;99;0;3;2;2;2;0;1;2;0.27;0;0;70.35599
38;86;1;0;1;79;1;3;1;2;0;0;1;2;0.475;1;0;75.210457
20;74;0;2;0;68;0;3;2;2;2;0;1;0;0.289855072;0;0;65.859541
27;87;0;2;0;54;2;0;2;2;2;0;1;2;0.490909091;0;0;69.146855
23;76;2;2;0;84;0;2;0;2;2;0;0;2;0.270588235;0;0;67.851318
19;99;0;2;0;69;2;1;0;2;2;0;1;2;0.271428571;0;0;70.541984
10;82;2;1;0;70;2;3;1;0;2;1;2;2;0.14084507;0;0;64.695864
18;69;2;1;0;54;2;1;1;0;1;0;1;1;0.327272727;0;0;62.524545
28;86;2;2;1;52;2;0;2;2;2;0;0;2;0.528301887;0;0;68.951816
24;77;0;0;1;88;1;1;0;2;0;0;0;2;0.269662921;0;0;68.778607
12;100;1;2;1;65;2;1;1;2;2;0;1;2;0.181818182;0;0;68.608964
28;83;2;2;1;76;2;1;2;2;2;0;0;2;0.363636364;0;0;69.841382
31;81;2;2;0;70;1;1;1;2;1;0;2;2;0.436619718;0;0;69.3558
10;98;2;2;1;82;2;2;0;2;2;0;0;1;0.120481928;0;0;68.173622
17;85;1;2;1;84;2;3;2;2;2;0;0;0;0.2;0;0;67.79097
30;96;0;2;1;52;2;0;0;0;2;0;0;1;0.566037736;0;0;72.520861
18;87;2;1;1;60;0;2;2;2;2;0;1;2;0.295081967;0;0;68.128116
19;69;2;0;1;72;2;1;1;2;1;0;0;2;0.260273973;0;0;64.468834
19;88;0;2;0;95;2;2;1;2;0;0;0;1;0.197916667;0;0;68.3984
20;68;2;0;1;91;0;4;0;2;2;0;0;2;0.217391304;1;0;68.455428
19;87;0;0;0;77;1;3;1;2;1;0;1;1;0.243589744;1;0;69.691906
23;76;1;0;1;96;1;2;2;2;1;0;1;2;0.237113402;1;0;69.751403
17;89;1;2;1;62;0;2;2;2;2;0;0;2;0.26984127;0;0;68.325776
17;73;1;2;1;85;0;3;2;2;2;0;0;2;0.197674419;0;0;66.759295
19;67;2;2;0;91;2;1;1;0;1;0;1;2;0.206521739;0;0;64.423652
10;81;2;1;1;85;1;1;1;2;1;0;0;2;0.11627907;0;0;64.810055
28;60;2;0;1;53;1;3;1;2;1;0;1;2;0.518518519;1;0;66.220889
23;63;2;1;1;87;1;1;2;2;1;0;2;2;0.261363636;0;0;65.075936
24;90;1;2;1;55;2;1;0;2;0;0;2;0;0.428571429;0;0;67.873084
19;78;2;2;0;76;0;2;2;1;1;0;0;1;0.246753247;0;0;65.6946
32;96;2;1;1;97;1;1;1;2;1;0;0;1;0.326530612;0;0;74.149511
18;81;2;1;1;70;0;0;1;2;1;0;0;2;0.253521127;0;0;66.050512
27;73;2;2;0;80;1;3;2;2;0;0;1;2;0.333333333;0;0;67.25565
22;61;2;0;0;60;0;0;0;1;1;0;1;1;0.360655738;0;0;62.450021
9;62;1;0;1;58;1;0;2;0;2;0;0;1;0.152542373;0;0;59.97192
24;80;2;2;1;53;2;2;1;2;2;1;1;2;0.444444444;0;0;66.884526
17;68;2;1;1;99;0;2;2;2;2;0;1;2;0.17;0;0;66.055
20;64;2;2;1;80;0;1;2;2;2;0;1;2;0.24691358;0;0;64.392827
28;70;0;1;1;87;0;3;1;2;1;0;2;1;0.318181818;0;1;70.271982
21;68;2;0;1;52;2;3;1;2;1;0;0;1;0.396226415;1;0;64.958314
19;76;0;2;1;53;2;1;2;2;0;0;0;2;0.351851852;0;0;64.460317
22;67;2;2;1;72;0;3;1;0;2;0;2;1;0.301369863;0;0;66.26993
9;61;0;2;1;77;1;1;0;2;1;0;1;2;0.115384615;0;0;60.781063
26;94;1;1;1;55;1;2;0;2;1;0;1;2;0.464285714;0;0;71.573433
11;86;2;2;0;75;2;1;2;1;1;0;2;1;0.144736842;0;0;64.296512
